geoid,geoid_str,load
060014307003,"3 (Tract 4307, Alameda, CA)",81.08000056743624
060014308003,"3 (Tract 4308, Alameda, CA)",176.28000040054303
060014309003,"3 (Tract 4309, Alameda, CA)",46.97600288391112
060014312003,"3 (Tract 4312, Alameda, CA)",173.48800239562982
060014321003,"3 (Tract 4321, Alameda, CA)",75.91200112700461
060014322003,"3 (Tract 4322, Alameda, CA)",139.9600024700165
060014323003,"3 (Tract 4323, Alameda, CA)",257.5600028157231
060014324003,"3 (Tract 4324, Alameda, CA)",216.66400187015518
060014325013,"3 (Tract 4325.01, Alameda, CA)",166.36000102758396
060014325023,"3 (Tract 4325.02, Alameda, CA)",107.6800008416176
060014326023,"3 (Tract 4326.02, Alameda, CA)",64.16000014543533
060014327003,"3 (Tract 4327, Alameda, CA)",137.79999995231623
060014328003,"3 (Tract 4328, Alameda, CA)",86.60000288486476
060014330003,"3 (Tract 4330, Alameda, CA)",56.60000076293946
060014331043,"3 (Tract 4331.04, Alameda, CA)",120.7200046002865
060014332003,"3 (Tract 4332, Alameda, CA)",113.87999892234804
060014333003,"3 (Tract 4333, Alameda, CA)",229.92000124454475
060014334003,"3 (Tract 4334, Alameda, CA)",133.68000297546385
060014335003,"3 (Tract 4335, Alameda, CA)",130.52000248432148
060014336003,"3 (Tract 4336, Alameda, CA)",152.60000180006026
060014337003,"3 (Tract 4337, Alameda, CA)",21.60000047683716
060014339003,"3 (Tract 4339, Alameda, CA)",173.96000120639803
060014340003,"3 (Tract 4340, Alameda, CA)",146.3200031757355
060014351023,"3 (Tract 4351.02, Alameda, CA)",145.28000125884986
060014351033,"3 (Tract 4351.03, Alameda, CA)",384.3200085759169
060014351043,"3 (Tract 4351.04, Alameda, CA)",29.68000164031983
060014353003,"3 (Tract 4353, Alameda, CA)",124.67999820709223
060014354003,"3 (Tract 4354, Alameda, CA)",129.44000189304347
060014355003,"3 (Tract 4355, Alameda, CA)",154.8800045013428
060014356013,"3 (Tract 4356.01, Alameda, CA)",134.55999946594235
060014356023,"3 (Tract 4356.02, Alameda, CA)",165.2720052719115
060014357003,"3 (Tract 4357, Alameda, CA)",89.32000136375419
060014358003,"3 (Tract 4358, Alameda, CA)",116.52000036239608
060014359003,"3 (Tract 4359, Alameda, CA)",172.28000931739786
060014360003,"3 (Tract 4360, Alameda, CA)",125.80000119209278
060014361003,"3 (Tract 4361, Alameda, CA)",187.59999926090222
060014363023,"3 (Tract 4363.02, Alameda, CA)",67.60000038146975
060014364033,"3 (Tract 4364.03, Alameda, CA)",120.92000217437744
060014364043,"3 (Tract 4364.04, Alameda, CA)",89.55999894142143
060014365003,"3 (Tract 4365, Alameda, CA)",94.91200002431874
060014366013,"3 (Tract 4366.01, Alameda, CA)",186.40000434517844
060014366023,"3 (Tract 4366.02, Alameda, CA)",146.51999985873692
060014369003,"3 (Tract 4369, Alameda, CA)",32.32000176906587
060014370003,"3 (Tract 4370, Alameda, CA)",84.2000030457973
060014371013,"3 (Tract 4371.01, Alameda, CA)",126.95999975204462
060014371023,"3 (Tract 4371.02, Alameda, CA)",69.7600085258484
060014372003,"3 (Tract 4372, Alameda, CA)",119.24000167846673
060014373003,"3 (Tract 4373, Alameda, CA)",62.680001258850105
060014377013,"3 (Tract 4377.01, Alameda, CA)",43.88000009059907
060014377023,"3 (Tract 4377.02, Alameda, CA)",23.519999504089352
060014378003,"3 (Tract 4378, Alameda, CA)",101.63200168609612
060014381003,"3 (Tract 4381, Alameda, CA)",80.04000053405758
060014382013,"3 (Tract 4382.01, Alameda, CA)",79.00000114440908
060014382043,"3 (Tract 4382.04, Alameda, CA)",195.80000224113434
060014383003,"3 (Tract 4383, Alameda, CA)",57.1999999463558
060014402003,"3 (Tract 4402, Alameda, CA)",86.64000062942505
060014403013,"3 (Tract 4403.01, Alameda, CA)",107.7200048923491
060014403043,"3 (Tract 4403.04, Alameda, CA)",46.89600090682501
060014403053,"3 (Tract 4403.05, Alameda, CA)",99.36000192165358
060014403073,"3 (Tract 4403.07, Alameda, CA)",81.12000095844262
060014403083,"3 (Tract 4403.08, Alameda, CA)",110.92000179290753
060014403383,"3 (Tract 4403.38, Alameda, CA)",63.520000362396246
060014412003,"3 (Tract 4412, Alameda, CA)",700.5200116246949
060014413023,"3 (Tract 4413.02, Alameda, CA)",301.40000491440276
060014414013,"3 (Tract 4414.01, Alameda, CA)",44.12000045776368
060014414023,"3 (Tract 4414.02, Alameda, CA)",118.96000187396987
060014415013,"3 (Tract 4415.01, Alameda, CA)",161.72000069618207
060014415033,"3 (Tract 4415.03, Alameda, CA)",142.96000237464887
060014415213,"3 (Tract 4415.21, Alameda, CA)",104.52000241279595
060014415223,"3 (Tract 4415.22, Alameda, CA)",186.03999958038304
060014415233,"3 (Tract 4415.23, Alameda, CA)",85.92000155448909
060014415253,"3 (Tract 4415.25, Alameda, CA)",174.76800165176383
060014416013,"3 (Tract 4416.01, Alameda, CA)",319.576005554199
060014416023,"3 (Tract 4416.02, Alameda, CA)",364.8160013556476
060014418003,"3 (Tract 4418, Alameda, CA)",501.0080057978637
060014419233,"3 (Tract 4419.23, Alameda, CA)",88.84000077247623
060014419243,"3 (Tract 4419.24, Alameda, CA)",257.640002350509
060014421003,"3 (Tract 4421, Alameda, CA)",273.2160034894948
060014422003,"3 (Tract 4422, Alameda, CA)",175.28000221252415
060014423013,"3 (Tract 4423.01, Alameda, CA)",170.44000106155858
060014423023,"3 (Tract 4423.02, Alameda, CA)",123.36000428497783
060014424003,"3 (Tract 4424, Alameda, CA)",95.2000011444091
060014426023,"3 (Tract 4426.02, Alameda, CA)",175.82400069832795
060014427003,"3 (Tract 4427, Alameda, CA)",268.45600500106775
060014429003,"3 (Tract 4429, Alameda, CA)",147.02399972677205
060014430023,"3 (Tract 4430.02, Alameda, CA)",205.1600035428998
060014431023,"3 (Tract 4431.02, Alameda, CA)",94.87999989986403
060014431033,"3 (Tract 4431.03, Alameda, CA)",157.60000066161135
060014431043,"3 (Tract 4431.04, Alameda, CA)",108.84000444412217
060014433013,"3 (Tract 4433.01, Alameda, CA)",32.28000063896181
060014441003,"3 (Tract 4441, Alameda, CA)",133.60000419616682
060014442003,"3 (Tract 4442, Alameda, CA)",99.92000433206542
060014444003,"3 (Tract 4444, Alameda, CA)",180.08000288009626
060014445003,"3 (Tract 4445, Alameda, CA)",148.3200031399725
060014502003,"3 (Tract 4502, Alameda, CA)",412.2320082902904
060014503003,"3 (Tract 4503, Alameda, CA)",281.4000086963174
060014504003,"3 (Tract 4504, Alameda, CA)",455.8240056306119
060014506013,"3 (Tract 4506.01, Alameda, CA)",287.00000181198084
060014506033,"3 (Tract 4506.03, Alameda, CA)",50.88000016212464
060014506043,"3 (Tract 4506.04, Alameda, CA)",300.7920058608051
060014506053,"3 (Tract 4506.05, Alameda, CA)",489.3440075755128
060014506063,"3 (Tract 4506.06, Alameda, CA)",802.936009822788
060014506073,"3 (Tract 4506.07, Alameda, CA)",652.3200041115276
060014506083,"3 (Tract 4506.08, Alameda, CA)",192.76000350117675
060014506093,"3 (Tract 4506.09, Alameda, CA)",350.080002963543
060014507013,"3 (Tract 4507.01, Alameda, CA)",447.8800040364265
060014507413,"3 (Tract 4507.41, Alameda, CA)",518.8800073921684
060014507423,"3 (Tract 4507.42, Alameda, CA)",783.6000090837499
060014507433,"3 (Tract 4507.43, Alameda, CA)",62.92800254225726
060014507453,"3 (Tract 4507.45, Alameda, CA)",297.28800970911936
060014511023,"3 (Tract 4511.02, Alameda, CA)",177.52000172138202
060014511043,"3 (Tract 4511.04, Alameda, CA)",302.3040028810498
060014512013,"3 (Tract 4512.01, Alameda, CA)",162.44000005722026
060014512023,"3 (Tract 4512.02, Alameda, CA)",191.96000666618318
060014513003,"3 (Tract 4513, Alameda, CA)",199.72799890041327
060014514013,"3 (Tract 4514.01, Alameda, CA)",193.6000024199484
060014514043,"3 (Tract 4514.04, Alameda, CA)",89.56000020504
060014515013,"3 (Tract 4515.01, Alameda, CA)",325.2400025606151
060014515033,"3 (Tract 4515.03, Alameda, CA)",115.56000294685364
060014516013,"3 (Tract 4516.01, Alameda, CA)",163.44000391960125
060014516023,"3 (Tract 4516.02, Alameda, CA)",288.75200109481773
060014517013,"3 (Tract 4517.01, Alameda, CA)",72.30399712324143
060014517043,"3 (Tract 4517.04, Alameda, CA)",115.0400004148483
060014003004,"4 (Tract 4003, Alameda, CA)",131.63200083971023
060014007004,"4 (Tract 4007, Alameda, CA)",73.0800010085106
060014010004,"4 (Tract 4010, Alameda, CA)",83.64000248909
060014011004,"4 (Tract 4011, Alameda, CA)",96.52000125050549
060014035014,"4 (Tract 4035.01, Alameda, CA)",29.680000352859494
060014038004,"4 (Tract 4038, Alameda, CA)",106.80000116229061
060014044004,"4 (Tract 4044, Alameda, CA)",106.07999986410144
060014045024,"4 (Tract 4045.02, Alameda, CA)",231.42400114536252
060014046004,"4 (Tract 4046, Alameda, CA)",179.8720030963418
060014049004,"4 (Tract 4049, Alameda, CA)",48.16000218391419
060014051004,"4 (Tract 4051, Alameda, CA)",46.360000157356275
060014052004,"4 (Tract 4052, Alameda, CA)",90.55999789536001
060014055004,"4 (Tract 4055, Alameda, CA)",62.47199976444245
060014058004,"4 (Tract 4058, Alameda, CA)",19.800000000000004
060014060004,"4 (Tract 4060, Alameda, CA)",123.60000000000005
060014061004,"4 (Tract 4061, Alameda, CA)",37.544001871347426
060014062014,"4 (Tract 4062.01, Alameda, CA)",80.6400036096573
060014063004,"4 (Tract 4063, Alameda, CA)",46.23999997377395
060014065004,"4 (Tract 4065, Alameda, CA)",106.4800068855286
060014066014,"4 (Tract 4066.01, Alameda, CA)",112.32000041007993
060014067004,"4 (Tract 4067, Alameda, CA)",70.64800047874452
060014068004,"4 (Tract 4068, Alameda, CA)",63.04000129699709
060014070004,"4 (Tract 4070, Alameda, CA)",163.2400040149689
060014071024,"4 (Tract 4071.02, Alameda, CA)",35.75999959707261
060014072004,"4 (Tract 4072, Alameda, CA)",164.0800023555755
060014076004,"4 (Tract 4076, Alameda, CA)",172.760006213188
060014077004,"4 (Tract 4077, Alameda, CA)",141.24000411033617
060014081004,"4 (Tract 4081, Alameda, CA)",131.76000006198876
060014083004,"4 (Tract 4083, Alameda, CA)",19.800000000000008
060014085004,"4 (Tract 4085, Alameda, CA)",69.16000080108644
060014086004,"4 (Tract 4086, Alameda, CA)",11.159999656677247
060014087004,"4 (Tract 4087, Alameda, CA)",33.84000039100648
060014088004,"4 (Tract 4088, Alameda, CA)",142.16000094413744
060014093004,"4 (Tract 4093, Alameda, CA)",63.48000073432924
060014096004,"4 (Tract 4096, Alameda, CA)",47.280001020431534
060014097004,"4 (Tract 4097, Alameda, CA)",51.32000141143801
060014099004,"4 (Tract 4099, Alameda, CA)",60.52000064849844
060014212004,"4 (Tract 4212, Alameda, CA)",17.912000095844277
060014213004,"4 (Tract 4213, Alameda, CA)",63.560001122951526
060014216004,"4 (Tract 4216, Alameda, CA)",48.2000001192093
060014219004,"4 (Tract 4219, Alameda, CA)",53.64000108242037
060014224004,"4 (Tract 4224, Alameda, CA)",7.920003032684324
060014227004,"4 (Tract 4227, Alameda, CA)",18.159998589754103
060014228004,"4 (Tract 4228, Alameda, CA)",12.040000092983245
060014231004,"4 (Tract 4231, Alameda, CA)",127.84000148773194
060014234004,"4 (Tract 4234, Alameda, CA)",178.19999959468834
060014240014,"4 (Tract 4240.01, Alameda, CA)",14.040000122785564
060014251044,"4 (Tract 4251.04, Alameda, CA)",24.472000229358674
060014261004,"4 (Tract 4261, Alameda, CA)",67.40000050067903
060014283014,"4 (Tract 4283.01, Alameda, CA)",240.48800215721107
060014301014,"4 (Tract 4301.01, Alameda, CA)",357.04000604152657
060014302004,"4 (Tract 4302, Alameda, CA)",258.0000030159947
060014306004,"4 (Tract 4306, Alameda, CA)",71.87200186848641
060014308004,"4 (Tract 4308, Alameda, CA)",133.52000741958605
060014330004,"4 (Tract 4330, Alameda, CA)",81.44000034928324
060014332004,"4 (Tract 4332, Alameda, CA)",210.39199997484667
060014333004,"4 (Tract 4333, Alameda, CA)",195.84000387191753
060014334004,"4 (Tract 4334, Alameda, CA)",170.4400015592574
060014335004,"4 (Tract 4335, Alameda, CA)",229.44000449180567
060014336004,"4 (Tract 4336, Alameda, CA)",47.56000237464905
060014339004,"4 (Tract 4339, Alameda, CA)",299.4480060100552
060014351034,"4 (Tract 4351.03, Alameda, CA)",202.92000091075874
060014351044,"4 (Tract 4351.04, Alameda, CA)",104.15999916791915
060014356024,"4 (Tract 4356.02, Alameda, CA)",162.28000202178941
060014357004,"4 (Tract 4357, Alameda, CA)",114.81599988937364
060014358004,"4 (Tract 4358, Alameda, CA)",107.96000057458872
060014359004,"4 (Tract 4359, Alameda, CA)",49.760001182556174
060014364034,"4 (Tract 4364.03, Alameda, CA)",65.44000134468078
060014369004,"4 (Tract 4369, Alameda, CA)",130.36000030040742
060014371014,"4 (Tract 4371.01, Alameda, CA)",64.27199888229372
060014372004,"4 (Tract 4372, Alameda, CA)",263.08800170421574
060014381004,"4 (Tract 4381, Alameda, CA)",114.16000146865832
060014402004,"4 (Tract 4402, Alameda, CA)",86.91999901533117
060014403014,"4 (Tract 4403.01, Alameda, CA)",76.64000182151787
060014403084,"4 (Tract 4403.08, Alameda, CA)",45.36000254154206
060014412004,"4 (Tract 4412, Alameda, CA)",709.8080146551158
060014413024,"4 (Tract 4413.02, Alameda, CA)",274.5600008368489
060014414014,"4 (Tract 4414.01, Alameda, CA)",101.51999997496591
060014415034,"4 (Tract 4415.03, Alameda, CA)",222.8400068759919
060014415214,"4 (Tract 4415.21, Alameda, CA)",73.69600071907047
060014418004,"4 (Tract 4418, Alameda, CA)",151.3200010538099
060014419234,"4 (Tract 4419.23, Alameda, CA)",207.78400144875025
060014419244,"4 (Tract 4419.24, Alameda, CA)",96.60000060796737
060014422004,"4 (Tract 4422, Alameda, CA)",149.21599902510627
060014424004,"4 (Tract 4424, Alameda, CA)",120.24000247865905
060014429004,"4 (Tract 4429, Alameda, CA)",103.12800117135035
060014431024,"4 (Tract 4431.02, Alameda, CA)",189.04000649452183
060014431044,"4 (Tract 4431.04, Alameda, CA)",100.56000069379792
060014441004,"4 (Tract 4441, Alameda, CA)",95.40000088214869
060014445004,"4 (Tract 4445, Alameda, CA)",130.00000116825095
060014504004,"4 (Tract 4504, Alameda, CA)",358.3440052628515
060014506034,"4 (Tract 4506.03, Alameda, CA)",120.8080026626586
060014506044,"4 (Tract 4506.04, Alameda, CA)",179.00000191926944
060014507014,"4 (Tract 4507.01, Alameda, CA)",732.0720102548626
060014507434,"4 (Tract 4507.43, Alameda, CA)",367.7200025677676
060014512014,"4 (Tract 4512.01, Alameda, CA)",88.68000221252427
060014514044,"4 (Tract 4514.04, Alameda, CA)",84.52000499963754
060014515034,"4 (Tract 4515.03, Alameda, CA)",79.99999971389772
060014516024,"4 (Tract 4516.02, Alameda, CA)",182.0400027275083
060014010005,"5 (Tract 4010, Alameda, CA)",14.400000000000002
060014051005,"5 (Tract 4051, Alameda, CA)",83.00000004768364
060014067005,"5 (Tract 4067, Alameda, CA)",41.64000129699709
060014070005,"5 (Tract 4070, Alameda, CA)",26.72000002861023
060014076005,"5 (Tract 4076, Alameda, CA)",106.72000392675399
060014081005,"5 (Tract 4081, Alameda, CA)",155.64000101089454
060014083005,"5 (Tract 4083, Alameda, CA)",34.24000015258789
060014085005,"5 (Tract 4085, Alameda, CA)",73.24000358581543
060014087005,"5 (Tract 4087, Alameda, CA)",63.160000777244576
060014096005,"5 (Tract 4096, Alameda, CA)",112.560000371933
060014251045,"5 (Tract 4251.04, Alameda, CA)",21.600000000000005
060014261005,"5 (Tract 4261, Alameda, CA)",130.6400021076201
060014302005,"5 (Tract 4302, Alameda, CA)",147.20000488758072
060014333005,"5 (Tract 4333, Alameda, CA)",184.28000602722153
060014334005,"5 (Tract 4334, Alameda, CA)",68.20000193119046
060014372005,"5 (Tract 4372, Alameda, CA)",167.64000060558305
060014381005,"5 (Tract 4381, Alameda, CA)",99.60000011920914
060014412005,"5 (Tract 4412, Alameda, CA)",199.2800019264219
060014414015,"5 (Tract 4414.01, Alameda, CA)",230.56000313758818
060014419245,"5 (Tract 4419.24, Alameda, CA)",602.6400082588216
060014507015,"5 (Tract 4507.01, Alameda, CA)",1101.064012432104
060014515035,"5 (Tract 4515.03, Alameda, CA)",209.12000353336313
060014516025,"5 (Tract 4516.02, Alameda, CA)",78.7600015640259
060014010006,"6 (Tract 4010, Alameda, CA)",71.48800170123579
060014087006,"6 (Tract 4087, Alameda, CA)",69.76000014394523
060014261006,"6 (Tract 4261, Alameda, CA)",40.000001072883606
060014334006,"6 (Tract 4334, Alameda, CA)",118.36000123023985
060014381006,"6 (Tract 4381, Alameda, CA)",74.36000194549555
